Order_ID,Date,Customer_ID,Product,Category,Quantity,Price,Discount,Region,Payment_Method,Customer_Segment,Shipping_Method,Revenue
430,2022-04-16,CUST1243,Smartphone,Accessories,6.0,,0.2,West,Debit Card,Small Business,Same Day,
431,2023-11-01,CUST1561,Smartwatch,Electronics,11.0,381.0,0.0,South,Cash,Consumer,Standard Class,4191.0
432,2023-10-21,CUST1032,Headphones,Accessories,11.0,745.0,0.05,North,Bank Transfer,Corporate,First Class,7785.25
433,2023-10-19,CUST1391,Smartwatch,Electronics,18.0,76.0,0.05,West,Debit Card,Corporate,Standard Class,1299.6
434,2022-04-30,CUST1277,Camera,Electronics,18.0,1239.0,0.15,North,Debit Card,Consumer,Standard Class,18956.7
435,2023-08-27,CUST1532,Smartwatch,Accessories,10.0,367.0,0.15,South,Credit Card,Corporate,Second Class,3119.5
436,2022-02-27,CUST1154,Printer,Electronics,2.0,1347.0,0.1,South,Debit Card,Home Office,First Class,2424.6
437,2022-12-12,CUST1383,Laptop,Electronics,9.0,1456.0,0.05,South,Debit Card,Home Office,Standard Class,12448.8
438,2023-04-19,CUST1068,Headphones,Accessories,14.0,414.0,0.1,South,Cash,Corporate,Second Class,5216.400000000001
439,2022-04-27,CUST1214,Tablet,Accessories,19.0,1176.0,0.2,East,Credit Card,Consumer,Second Class,17875.2
440,2022-05-07,CUST1655,Printer,Accessories,10.0,1009.0,0.05,West,Credit Card,Small Business,Second Class,9585.5
441,2023-01-28,CUST1376,Laptop,Electronics,4.0,1576.0,0.2,East,Debit Card,Consumer,Same Day,5043.200000000001
442,2023-10-03,CUST1744,Tablet,Office Supplies,6.0,1918.0,0.0,South,Cash,Home Office,Second Class,11508.0
443,2022-02-27,CUST1213,Smartphone,Electronics,14.0,422.0,0.1,West,Online Wallet,Corporate,Second Class,5317.2
444,2023-09-26,CUST1079,Tablet,Office Supplies,4.0,1689.0,0.15,West,Bank Transfer,Consumer,Same Day,5742.599999999999
445,2023-05-28,CUST1726,Printer,Accessories,15.0,1999.0,0.05,North,Credit Card,Small Business,Same Day,28485.75
446,2022-04-06,CUST1628,Smartwatch,Office Supplies,16.0,294.0,0.1,South,Cash,Small Business,Second Class,4233.6
447,2023-09-30,CUST1604,Printer,Accessories,7.0,1890.0,0.15,East,Cash,Small Business,Standard Class,11245.5
448,2022-04-28,CUST1782,Tablet,Accessories,17.0,1242.0,0.0,North,Debit Card,Small Business,First Class,21114.0
449,2023-07-14,CUST1381,Camera,Office Supplies,19.0,1701.0,0.05,West,Bank Transfer,Consumer,Same Day,30703.05
450,2023-08-24,CUST1680,Laptop,Accessories,19.0,1726.0,0.2,East,Credit Card,Small Business,First Class,26235.2
451,2023-05-03,CUST1058,Laptop,Office Supplies,17.0,1491.0,0.0,South,Online Wallet,Home Office,Same Day,25347.0
452,2022-08-25,CUST1796,Tablet,Accessories,6.0,1429.0,0.15,East,Debit Card,Small Business,Second Class,7287.9
453,2022-09-29,CUST1026,Laptop,Electronics,11.0,527.0,0.05,East,Credit Card,Home Office,Same Day,5507.15
454,2022-07-08,CUST1447,Camera,Electronics,16.0,174.0,0.05,East,Credit Card,Consumer,Second Class,2644.7999999999997
455,2023-12-05,CUST1066,Printer,Accessories,8.0,586.0,0.0,North,Cash,Home Office,First Class,4688.0
456,2023-03-23,CUST1760,Laptop,Accessories,,755.0,0.05,West,Bank Transfer,Consumer,Standard Class,
457,2023-08-04,CUST1254,Tablet,Office Supplies,7.0,1969.0,0.15,East,Online Wallet,Small Business,Second Class,11715.55
458,2022-09-04,CUST1044,Headphones,Electronics,19.0,1685.0,0.0,West,Bank Transfer,Corporate,First Class,32015.0
459,2022-03-17,CUST1097,Headphones,Office Supplies,10.0,,0.2,North,Cash,Home Office,First Class,
460,2022-06-03,CUST1554,Smartphone,Accessories,9.0,1590.0,0.0,South,Online Wallet,Home Office,Same Day,14310.0
461,2023-10-18,CUST1227,Laptop,Accessories,4.0,580.0,0.0,South,Online Wallet,Corporate,Second Class,2320.0
462,2023-03-11,CUST1774,Printer,Office Supplies,15.0,1755.0,0.2,East,Debit Card,Consumer,First Class,21060.0
463,2022-03-27,CUST1679,Tablet,Accessories,13.0,835.0,0.15,North,Online Wallet,Consumer,Standard Class,9226.75
464,2023-11-28,CUST1436,Laptop,Electronics,2.0,303.0,0.1,South,Credit Card,Small Business,Same Day,545.4
465,2022-10-12,CUST1791,Smartwatch,Office Supplies,2.0,170.0,0.1,North,Bank Transfer,Home Office,Same Day,306.0
466,2022-08-08,CUST1601,Camera,Electronics,16.0,1105.0,0.2,North,Bank Transfer,Consumer,First Class,14144.0
467,2022-03-10,CUST1379,Laptop,Electronics,9.0,710.0,0.15,East,,Small Business,Second Class,5431.5
468,2022-02-16,CUST1178,Laptop,Electronics,13.0,1851.0,0.05,East,Online Wallet,Consumer,Same Day,22859.85
469,2022-04-04,CUST1427,Headphones,Office Supplies,3.0,1110.0,0.2,North,Cash,Corporate,Second Class,2664.0
470,2023-03-29,CUST1709,Camera,Accessories,9.0,1762.0,0.1,North,Credit Card,Corporate,First Class,14272.2
471,2022-07-23,CUST1307,Tablet,Electronics,13.0,1415.0,0.15,East,Debit Card,Corporate,First Class,15635.75
472,2022-08-06,CUST1779,Laptop,Electronics,2.0,1086.0,0.0,North,Online Wallet,Small Business,Second Class,2172.0
473,2023-04-19,CUST1504,Headphones,Electronics,8.0,1256.0,0.15,East,Cash,Home Office,Standard Class,8540.8
474,2023-03-08,CUST1268,Smartphone,Accessories,9.0,1730.0,0.15,West,Online Wallet,Corporate,Same Day,13234.5
475,2022-12-07,CUST1586,Camera,Accessories,16.0,1338.0,0.1,North,Debit Card,Corporate,First Class,19267.2
476,2023-07-05,CUST1008,Headphones,Office Supplies,2.0,137.0,0.1,East,Cash,Consumer,Standard Class,246.6
477,2023-09-04,CUST1508,Headphones,Accessories,,1535.0,0.05,North,Cash,Corporate,Standard Class,
478,2022-10-16,CUST1476,Printer,Office Supplies,8.0,95.0,0.05,East,Cash,Home Office,Second Class,722.0
479,2022-09-11,CUST1297,Headphones,Office Supplies,5.0,1465.0,0.2,North,Cash,Small Business,Second Class,5860.0
480,2022-12-23,CUST1164,Printer,Office Supplies,9.0,1192.0,0.0,South,Online Wallet,Corporate,Second Class,10728.0
481,2022-01-23,CUST1485,Laptop,Office Supplies,1.0,982.0,0.05,South,Cash,Small Business,Standard Class,932.9
482,2023-06-06,CUST1597,Laptop,Office Supplies,9.0,1604.0,0.1,North,Online Wallet,Small Business,Same Day,12992.4
483,2022-04-10,CUST1072,Smartphone,Electronics,10.0,1520.0,0.15,South,Cash,Home Office,Second Class,12920.0
484,2022-06-29,CUST1567,Smartwatch,Accessories,4.0,1805.0,0.2,North,Cash,Consumer,Same Day,5776.0
485,2022-08-11,CUST1559,Smartwatch,Electronics,3.0,794.0,0.05,North,Debit Card,Consumer,Second Class,2262.9
486,2023-10-21,CUST1238,Smartwatch,Office Supplies,10.0,1679.0,0.15,West,Online Wallet,Small Business,Standard Class,14271.5
487,2023-03-18,CUST1104,,Accessories,15.0,1016.0,0.15,West,Online Wallet,Corporate,Same Day,12954.0
488,2023-08-31,CUST1210,Camera,Electronics,11.0,812.0,0.05,South,Bank Transfer,Small Business,Same Day,8485.4
489,2022-11-21,CUST1554,,Electronics,14.0,811.0,0.0,West,Debit Card,Consumer,Standard Class,11354.0
490,2023-05-31,CUST1468,Smartphone,Office Supplies,6.0,843.0,0.0,West,,Corporate,Same Day,5058.0
491,2022-01-16,CUST1454,Camera,Electronics,12.0,793.0,0.2,North,Debit Card,Consumer,Standard Class,7612.8
492,2022-12-02,CUST1268,Smartwatch,Electronics,13.0,1119.0,0.0,East,Debit Card,Home Office,Standard Class,14547.0
493,2022-09-15,CUST1386,Smartwatch,Electronics,17.0,1959.0,0.2,North,Debit Card,Consumer,First Class,26642.4
494,2023-05-12,CUST1775,Headphones,Electronics,16.0,1581.0,0.1,West,Credit Card,Corporate,Second Class,22766.4
495,2022-06-09,CUST1387,Camera,Electronics,3.0,607.0,0.05,North,Online Wallet,Corporate,First Class,1729.9499999999998
496,2023-04-20,CUST1259,Laptop,Office Supplies,2.0,575.0,0.15,South,Debit Card,Small Business,Standard Class,977.5
497,2023-10-26,CUST1283,Laptop,Office Supplies,11.0,646.0,0.2,East,Credit Card,Corporate,Standard Class,5684.8
498,2023-11-21,CUST1626,Headphones,Electronics,9.0,1904.0,0.0,West,Credit Card,Home Office,Same Day,17136.0
499,2023-11-06,CUST1040,Headphones,Office Supplies,3.0,889.0,0.2,West,Cash,Consumer,Standard Class,2133.6
500,2023-01-15,CUST1486,Headphones,Office Supplies,18.0,52.0,0.2,North,Cash,Small Business,Standard Class,748.8000000000001
501,2023-06-29,CUST1220,Laptop,Accessories,15.0,1101.0,0.0,North,Online Wallet,Small Business,Standard Class,16515.0
502,2023-11-22,CUST1129,Smartwatch,Electronics,14.0,1454.0,0.0,North,Cash,Corporate,Second Class,20356.0
503,2023-03-03,CUST1520,Headphones,Office Supplies,2.0,206.0,0.05,North,Online Wallet,Home Office,First Class,391.4
504,2023-09-05,CUST1613,Smartphone,Office Supplies,17.0,904.0,0.15,West,Credit Card,Small Business,First Class,13062.8
505,2022-09-25,CUST1688,Printer,Electronics,8.0,1987.0,0.05,North,Credit Card,Home Office,Second Class,15101.199999999999
506,2023-07-31,CUST1619,Headphones,Accessories,10.0,560.0,0.05,West,Online Wallet,Home Office,Second Class,5320.0
507,2023-02-21,CUST1613,Printer,Electronics,18.0,1406.0,0.0,North,Cash,Consumer,Second Class,25308.0
508,2022-06-17,CUST1260,Tablet,Accessories,19.0,1917.0,0.0,East,Cash,Consumer,First Class,36423.0
509,2022-02-12,CUST1366,Headphones,Electronics,8.0,736.0,0.15,East,Online Wallet,Consumer,First Class,5004.8
510,2023-07-10,CUST1758,Laptop,Electronics,8.0,1187.0,0.2,North,Bank Transfer,Home Office,Standard Class,7596.8
511,2022-10-12,CUST1787,Camera,Electronics,3.0,1462.0,0.05,North,Cash,Consumer,First Class,4166.7
512,2023-02-01,CUST1544,Headphones,Electronics,3.0,,0.15,South,Debit Card,Small Business,Same Day,
513,2022-01-12,CUST1649,Camera,Accessories,12.0,1916.0,0.05,East,Cash,Small Business,First Class,21842.399999999998
514,2023-08-30,CUST1524,Tablet,Accessories,17.0,1323.0,0.2,West,Bank Transfer,Corporate,Second Class,17992.8
515,2022-10-29,CUST1016,Smartphone,Office Supplies,4.0,620.0,0.05,East,Credit Card,Home Office,First Class,2356.0
516,2022-09-10,CUST1129,Camera,Electronics,17.0,764.0,0.1,West,Credit Card,Consumer,Standard Class,11689.2
517,2023-05-14,CUST1575,Printer,Accessories,14.0,1388.0,0.15,North,Credit Card,Small Business,First Class,16517.2
518,2022-02-04,CUST1109,Smartwatch,Accessories,19.0,288.0,0.0,East,Cash,Home Office,Second Class,5472.0
519,2023-12-28,CUST1533,Headphones,Accessories,9.0,1307.0,0.05,East,Credit Card,Home Office,Same Day,11174.85
520,2022-03-31,CUST1670,Tablet,Electronics,12.0,352.0,0.15,South,Bank Transfer,Consumer,Second Class,3590.4
521,2023-08-28,CUST1269,Tablet,Office Supplies,5.0,656.0,0.15,South,Bank Transfer,Home Office,Same Day,2788.0
522,2023-08-25,CUST1162,Camera,Accessories,11.0,1040.0,0.05,East,Cash,Consumer,Standard Class,10868.0
523,2023-02-22,CUST1260,Smartphone,Electronics,3.0,1726.0,0.0,East,Debit Card,Consumer,Standard Class,5178.0
524,2022-04-25,CUST1102,Laptop,Accessories,15.0,383.0,0.0,East,Cash,Consumer,First Class,5745.0
525,2023-09-09,CUST1506,Headphones,Accessories,14.0,162.0,0.05,West,Credit Card,Home Office,Standard Class,2154.6
526,2022-07-15,CUST1735,Tablet,Office Supplies,11.0,,0.15,North,Cash,Home Office,Standard Class,
527,2023-05-16,CUST1571,Smartphone,Accessories,8.0,411.0,0.0,South,Bank Transfer,Consumer,Second Class,3288.0
528,2023-09-18,CUST1247,Smartwatch,Accessories,4.0,1930.0,0.05,North,Cash,Home Office,Second Class,7334.0
529,2023-05-08,CUST1640,Tablet,Electronics,12.0,850.0,0.05,South,Cash,Consumer,First Class,9690.0
530,2022-03-16,CUST1795,Smartphone,Electronics,8.0,146.0,0.05,South,Debit Card,Corporate,First Class,1109.6
531,2023-02-17,CUST1537,Laptop,Office Supplies,6.0,1920.0,0.15,South,Bank Transfer,Home Office,First Class,9792.0
532,2023-01-11,CUST1131,Laptop,Electronics,15.0,65.0,0.0,East,Online Wallet,Home Office,First Class,975.0
533,2023-02-24,CUST1353,Tablet,Electronics,12.0,605.0,0.15,South,Online Wallet,Corporate,Second Class,6171.0
534,2023-12-30,CUST1196,Printer,Office Supplies,16.0,425.0,0.1,North,Bank Transfer,Corporate,First Class,6120.0
535,2022-10-04,CUST1793,Tablet,Accessories,16.0,791.0,0.0,South,Online Wallet,Corporate,First Class,12656.0
536,2023-11-07,CUST1666,Camera,Office Supplies,4.0,439.0,0.15,North,Credit Card,Consumer,Standard Class,1492.6
537,2023-01-29,CUST1382,Headphones,Electronics,11.0,669.0,0.0,South,Online Wallet,Consumer,First Class,7359.0
538,2023-04-02,CUST1645,Smartphone,Office Supplies,13.0,1290.0,0.1,South,Credit Card,Small Business,Same Day,15093.0
539,2022-07-11,CUST1227,Tablet,Accessories,9.0,1472.0,0.2,East,Bank Transfer,Corporate,Standard Class,10598.400000000001
540,2023-11-20,CUST1701,Headphones,Office Supplies,4.0,1333.0,0.05,North,Online Wallet,Small Business,Second Class,5065.4
541,2022-04-09,CUST1476,Camera,Electronics,12.0,873.0,0.15,South,Online Wallet,Consumer,Same Day,8904.6
542,2023-07-02,CUST1477,Headphones,Electronics,9.0,369.0,0.1,South,Credit Card,Home Office,First Class,2988.9
543,2022-04-06,CUST1265,Tablet,Office Supplies,13.0,245.0,0.1,North,Credit Card,Corporate,Standard Class,2866.5
544,2023-10-26,CUST1372,Laptop,Accessories,16.0,1551.0,0.0,South,Cash,Home Office,First Class,24816.0
545,2023-10-25,CUST1486,Smartphone,Office Supplies,6.0,467.0,0.0,West,Debit Card,Consumer,Standard Class,2802.0
546,2022-07-09,CUST1434,Smartphone,Accessories,10.0,1548.0,0.05,East,Online Wallet,Corporate,First Class,14706.0
547,2022-02-06,CUST1646,Laptop,Accessories,13.0,656.0,0.0,North,Debit Card,Small Business,Same Day,8528.0
548,2023-01-04,CUST1211,Printer,Office Supplies,7.0,617.0,0.15,East,Debit Card,Small Business,Second Class,3671.15
549,2023-11-26,CUST1572,Tablet,Accessories,19.0,,0.15,West,Online Wallet,Consumer,Same Day,
550,2023-06-09,CUST1377,Smartphone,Electronics,,280.0,0.15,West,Credit Card,Home Office,Same Day,
551,2022-10-06,CUST1395,Tablet,Office Supplies,17.0,933.0,0.2,West,Cash,Consumer,Second Class,12688.800000000001
552,2022-08-05,CUST1450,Camera,Accessories,13.0,570.0,0.15,North,Bank Transfer,Home Office,Standard Class,6298.5
553,2022-09-30,CUST1364,Tablet,Electronics,13.0,752.0,0.0,West,Online Wallet,Consumer,Standard Class,9776.0
554,2022-03-03,CUST1457,Headphones,Office Supplies,2.0,1946.0,0.0,North,Online Wallet,Small Business,Second Class,3892.0
555,2023-08-19,CUST1725,Laptop,Electronics,10.0,1273.0,0.15,North,Bank Transfer,Home Office,First Class,10820.5
556,2023-12-30,CUST1728,Printer,Electronics,13.0,895.0,0.1,South,Debit Card,Consumer,Standard Class,10471.5
557,2022-12-08,CUST1226,Tablet,Electronics,9.0,722.0,0.1,North,Cash,Corporate,Same Day,5848.2
558,2023-02-01,CUST1131,Printer,Accessories,1.0,1672.0,0.1,West,Debit Card,Small Business,Second Class,1504.8
559,2023-11-30,CUST1588,Printer,Office Supplies,14.0,70.0,0.05,North,Bank Transfer,Small Business,Same Day,931.0
560,2022-01-19,CUST1476,Camera,Office Supplies,16.0,1384.0,0.2,North,Bank Transfer,Corporate,Standard Class,17715.2
561,2022-06-26,CUST1798,Smartwatch,Accessories,15.0,637.0,0.15,East,Cash,Consumer,Second Class,8121.75
562,2023-09-04,CUST1277,Laptop,Office Supplies,1.0,947.0,0.05,West,Bank Transfer,Home Office,Second Class,899.65
563,2023-01-31,CUST1156,Printer,Electronics,17.0,1726.0,0.1,North,Bank Transfer,Small Business,Standard Class,26407.8
564,2023-03-21,CUST1760,Smartphone,Office Supplies,13.0,1711.0,0.15,South,Cash,Consumer,Standard Class,18906.55
565,2022-08-21,CUST1218,Headphones,Accessories,15.0,1836.0,0.05,North,Online Wallet,Corporate,Second Class,26163.0
566,2022-03-17,CUST1190,Smartphone,Electronics,16.0,1973.0,0.0,North,Debit Card,Home Office,First Class,31568.0
567,2022-09-22,CUST1417,Camera,Accessories,16.0,1669.0,0.1,East,Online Wallet,Consumer,Second Class,24033.600000000002
568,2023-03-31,CUST1675,Camera,Electronics,2.0,1507.0,0.05,West,Online Wallet,Consumer,First Class,2863.2999999999997
569,2023-12-19,CUST1692,Smartphone,Electronics,17.0,420.0,0.0,West,Debit Card,Small Business,Same Day,7140.0
570,2023-01-19,CUST1546,Laptop,Office Supplies,11.0,1633.0,0.1,South,Online Wallet,Small Business,First Class,16166.7
571,2023-07-18,CUST1041,Smartphone,Electronics,8.0,1964.0,0.2,South,Cash,Home Office,First Class,12569.6
572,2023-05-21,CUST1307,Tablet,Accessories,3.0,127.0,0.1,South,Debit Card,Consumer,Standard Class,342.90000000000003
573,2023-01-02,CUST1338,Smartphone,Office Supplies,12.0,1615.0,0.2,North,Credit Card,Corporate,Second Class,15504.0
574,2022-05-24,CUST1314,Headphones,Accessories,16.0,1358.0,0.2,North,Online Wallet,Corporate,Same Day,17382.4
575,2022-03-10,CUST1075,Headphones,Electronics,14.0,697.0,0.2,South,Bank Transfer,Home Office,Second Class,7806.400000000001
576,2022-04-09,CUST1279,Smartwatch,Accessories,16.0,189.0,0.15,West,Debit Card,Consumer,First Class,2570.4
577,2023-01-31,CUST1176,Headphones,Accessories,17.0,602.0,0.15,West,Credit Card,Small Business,First Class,8698.9
578,2022-01-25,CUST1662,Smartphone,Electronics,11.0,1047.0,0.2,South,Bank Transfer,Consumer,First Class,9213.6
579,2023-04-14,CUST1273,Headphones,Office Supplies,17.0,331.0,0.0,East,Credit Card,Small Business,Second Class,5627.0
580,2023-04-29,CUST1620,Laptop,Accessories,19.0,1635.0,0.2,West,Online Wallet,Corporate,First Class,24852.0
581,2023-07-19,CUST1651,Printer,Electronics,1.0,1331.0,0.05,West,Bank Transfer,Home Office,Second Class,1264.45
582,2022-05-31,CUST1783,Headphones,Office Supplies,12.0,1896.0,0.2,South,Online Wallet,Home Office,Same Day,18201.600000000002
583,2022-05-24,CUST1289,Tablet,Office Supplies,15.0,1433.0,0.15,West,Bank Transfer,Home Office,Same Day,18270.75
584,2023-07-23,CUST1724,Laptop,Office Supplies,18.0,489.0,0.15,North,Debit Card,Small Business,Second Class,7481.7
585,2022-02-08,CUST1272,Smartwatch,Accessories,14.0,319.0,0.05,North,Cash,Corporate,Same Day,4242.7
586,2022-04-19,CUST1066,Tablet,Accessories,1.0,1207.0,0.05,West,Cash,Corporate,Standard Class,1146.6499999999999
587,2023-11-24,CUST1483,Smartphone,Accessories,13.0,795.0,0.1,North,Credit Card,Home Office,First Class,9301.5
588,2022-02-11,CUST1248,Printer,Office Supplies,15.0,1713.0,0.0,East,Bank Transfer,Home Office,First Class,25695.0
589,2022-07-05,CUST1156,Smartphone,Accessories,7.0,153.0,0.0,West,Online Wallet,Small Business,First Class,1071.0
590,2023-02-02,CUST1047,Printer,Electronics,15.0,,0.0,South,Debit Card,Small Business,Standard Class,
591,2022-08-11,CUST1454,Printer,Accessories,10.0,144.0,0.15,North,Debit Card,Consumer,First Class,1224.0
592,2023-09-26,CUST1201,Smartphone,Accessories,14.0,1922.0,0.0,East,Debit Card,Small Business,Second Class,26908.0
593,2022-05-13,CUST1660,Tablet,Office Supplies,6.0,778.0,0.1,East,Cash,Consumer,First Class,4201.2
594,2022-06-12,CUST1124,Tablet,Accessories,14.0,1646.0,0.1,North,Online Wallet,Home Office,Second Class,20739.600000000002
595,2022-08-03,CUST1001,Printer,Electronics,12.0,529.0,0.0,East,Debit Card,Corporate,Same Day,6348.0
596,2022-08-23,CUST1759,Tablet,Office Supplies,11.0,829.0,0.05,West,Debit Card,Small Business,Second Class,8663.05
597,2023-10-20,CUST1640,Printer,Electronics,19.0,1314.0,0.1,East,,Corporate,Second Class,22469.4
598,2023-08-11,CUST1191,Printer,Office Supplies,2.0,62.0,0.05,North,Bank Transfer,Small Business,Second Class,117.8
599,2022-01-09,CUST1579,Laptop,Office Supplies,1.0,1220.0,0.15,East,Bank Transfer,Small Business,First Class,1037.0
600,2022-03-15,CUST1516,Camera,Accessories,8.0,1825.0,0.1,North,Bank Transfer,Consumer,Standard Class,13140.0
601,2023-05-07,CUST1442,Laptop,Electronics,14.0,650.0,0.05,North,Credit Card,Small Business,Standard Class,8645.0
602,2022-09-10,CUST1143,Smartphone,Office Supplies,9.0,144.0,0.0,East,Cash,Home Office,Second Class,1296.0
603,2022-08-18,CUST1191,Camera,Accessories,2.0,1900.0,0.15,North,Credit Card,Corporate,First Class,3230.0
604,2023-06-03,CUST1533,Headphones,Office Supplies,5.0,342.0,0.2,North,Debit Card,Small Business,Standard Class,1368.0
605,2022-06-23,CUST1227,Smartphone,Office Supplies,8.0,74.0,0.2,South,Online Wallet,Corporate,Same Day,473.6
606,2023-10-15,CUST1313,Smartwatch,Office Supplies,16.0,1345.0,0.0,West,Debit Card,Corporate,Same Day,21520.0
607,2022-06-17,CUST1629,Laptop,Office Supplies,,1578.0,0.15,North,Debit Card,Corporate,First Class,
608,2022-06-19,CUST1302,Tablet,Office Supplies,13.0,1239.0,0.15,West,Online Wallet,Small Business,Same Day,13690.949999999999
609,2023-01-28,CUST1654,Laptop,Office Supplies,15.0,988.0,0.15,South,Bank Transfer,Consumer,Same Day,12597.0
610,2023-09-26,CUST1460,Tablet,Accessories,1.0,811.0,0.15,South,Credit Card,Corporate,Same Day,689.35
611,2022-07-13,CUST1401,Camera,Office Supplies,,1160.0,0.2,South,Cash,Corporate,Standard Class,
612,2023-06-01,CUST1551,Smartwatch,Electronics,6.0,703.0,0.05,South,Debit Card,Small Business,Same Day,4007.1
613,2022-01-29,CUST1393,Camera,Accessories,14.0,1719.0,0.15,West,Debit Card,Small Business,Second Class,20456.1
614,2022-06-14,CUST1764,Smartwatch,Electronics,4.0,1034.0,0.05,East,Cash,Home Office,Second Class,3929.2
615,2023-02-26,CUST1207,Laptop,Office Supplies,18.0,1864.0,0.15,East,Credit Card,Home Office,Same Day,28519.2
616,2022-12-05,CUST1210,Tablet,Electronics,15.0,687.0,0.1,West,,Consumer,Second Class,9274.5
617,2023-10-10,CUST1115,Camera,Office Supplies,9.0,1901.0,0.1,North,Cash,Consumer,Standard Class,15398.1
618,2023-05-11,CUST1737,Smartwatch,Office Supplies,18.0,540.0,0.1,West,Debit Card,Consumer,First Class,8748.0
619,2022-12-31,CUST1646,Printer,Accessories,3.0,1981.0,0.15,North,Bank Transfer,Consumer,Second Class,5051.55
620,2022-12-08,CUST1251,Smartphone,Accessories,10.0,1214.0,0.05,North,Bank Transfer,Corporate,Same Day,11533.0
621,2023-05-15,CUST1219,Smartphone,Office Supplies,17.0,1941.0,0.2,East,Debit Card,Small Business,First Class,26397.600000000002
622,2023-10-19,CUST1407,Camera,Accessories,7.0,1176.0,0.0,South,Debit Card,Home Office,First Class,8232.0
623,2023-05-26,CUST1443,Tablet,Electronics,15.0,1299.0,0.2,East,Bank Transfer,Corporate,Same Day,15588.0
624,2022-11-23,CUST1603,Printer,Accessories,1.0,1975.0,0.15,East,Debit Card,Small Business,Second Class,1678.75
625,2022-08-05,CUST1354,Camera,Accessories,11.0,624.0,0.1,West,Credit Card,Small Business,Standard Class,6177.6
626,2022-10-28,CUST1558,Laptop,Electronics,17.0,343.0,0.1,West,Credit Card,Corporate,Second Class,5247.900000000001
627,2022-05-12,CUST1550,Smartwatch,Accessories,5.0,945.0,0.05,North,Online Wallet,Corporate,Second Class,4488.75
628,2022-03-11,CUST1142,Laptop,Office Supplies,7.0,1379.0,0.15,West,Credit Card,Home Office,Standard Class,8205.05
629,2022-09-09,CUST1612,Smartphone,Electronics,19.0,1327.0,0.2,North,Debit Card,Consumer,First Class,20170.4
630,2023-02-19,CUST1501,Smartwatch,Office Supplies,15.0,1253.0,0.15,North,Debit Card,Consumer,Standard Class,15975.75
631,2023-03-21,CUST1702,Camera,Electronics,3.0,89.0,0.15,South,Cash,Home Office,Standard Class,226.95
632,2022-07-01,CUST1547,Laptop,Office Supplies,15.0,825.0,0.1,South,Credit Card,Home Office,Same Day,11137.5
633,2022-06-16,CUST1659,Headphones,Office Supplies,5.0,1774.0,0.2,East,Bank Transfer,Consumer,Same Day,7096.0
634,2022-04-01,CUST1542,Tablet,Accessories,12.0,569.0,0.0,South,Bank Transfer,Corporate,Second Class,6828.0
635,2023-12-15,CUST1507,Printer,Office Supplies,5.0,1689.0,0.1,North,Online Wallet,Consumer,Same Day,7600.5
636,2023-06-15,CUST1596,Printer,Accessories,3.0,1810.0,0.2,West,Cash,Small Business,Standard Class,4344.0
637,2022-02-08,CUST1281,Tablet,Electronics,9.0,595.0,0.05,South,Bank Transfer,Small Business,Standard Class,5087.25
638,2022-05-06,CUST1424,Headphones,Office Supplies,9.0,285.0,0.1,South,Online Wallet,Home Office,Same Day,2308.5
639,2023-03-27,CUST1270,Smartphone,Office Supplies,7.0,512.0,0.05,South,Credit Card,Consumer,Same Day,3404.7999999999997
640,2022-06-22,CUST1154,Smartwatch,Electronics,2.0,1301.0,0.1,South,Cash,Consumer,Same Day,2341.8
641,2023-10-15,CUST1614,Tablet,Electronics,16.0,1773.0,0.15,North,Cash,Small Business,Standard Class,24112.8
642,2022-08-08,CUST1727,Headphones,Office Supplies,9.0,1898.0,0.2,North,Debit Card,Consumer,First Class,13665.6
643,2023-09-30,CUST1662,Camera,Electronics,13.0,532.0,0.05,East,Credit Card,Home Office,First Class,6570.2
644,2022-02-27,CUST1083,Printer,Accessories,19.0,479.0,0.1,West,Cash,Home Office,Same Day,8190.900000000001
645,2023-10-22,CUST1622,Headphones,Electronics,17.0,1095.0,0.05,East,Online Wallet,Small Business,Second Class,17684.25
646,2023-04-21,CUST1426,Smartphone,Electronics,6.0,392.0,0.1,East,Bank Transfer,Consumer,Second Class,2116.8
647,2023-04-01,CUST1275,Smartphone,Office Supplies,4.0,1113.0,0.1,South,Credit Card,Consumer,First Class,4006.8
648,2022-12-27,CUST1713,Laptop,Accessories,1.0,1246.0,0.0,West,Credit Card,Small Business,Same Day,1246.0
649,2022-01-01,CUST1284,Tablet,Electronics,18.0,1512.0,0.0,South,Cash,Corporate,Standard Class,27216.0
650,2023-01-22,CUST1173,Laptop,Accessories,19.0,1252.0,0.0,North,Cash,Corporate,Second Class,23788.0
651,2022-12-14,CUST1327,Printer,Accessories,9.0,1671.0,0.05,East,Cash,Consumer,Second Class,14287.05
652,2022-07-09,CUST1718,Headphones,Accessories,13.0,182.0,0.15,West,Online Wallet,Home Office,Standard Class,2011.1
653,2023-05-20,CUST1063,Smartwatch,Office Supplies,8.0,400.0,0.1,North,Debit Card,Corporate,Standard Class,2880.0
654,2022-07-10,CUST1073,Smartwatch,Electronics,13.0,1598.0,0.2,East,Cash,Consumer,Same Day,16619.2
655,2023-05-23,CUST1763,Smartphone,Office Supplies,15.0,1613.0,0.0,West,Debit Card,Corporate,Standard Class,24195.0
656,2023-01-04,CUST1636,Smartwatch,Electronics,11.0,555.0,0.05,East,Debit Card,Small Business,Standard Class,5799.75
